sex,viloyat_id,tuman_id,mfy_id,client_type,job_name,salary,total_client_family_salary,occupation_status,family_status,family_members_count,home_type,home_owner,client_monthly_expenditure,product_price,final_produt_price,status
1,6,76,5762,1.0,51,4500000.0,4500000.0,1.0,1,3.0,1.0,1.0,1500000.0,5565000.0,5565000.0,0
1,6,76,5779,1.0,51,15000000.0,15000000.0,1.0,1,4.0,2.0,1.0,1600000.0,10896000.0,10896000.0,1
2,13,183,6201,1.0,15,1234.0,1234.0,1.0,1,5.0,1.0,1.0,2000000.0,3624000.0,3624000.0,1
2,6,90,6096,1.0,180,4000000.0,4000000.0,1.0,1,6.0,1.0,1.0,2400000.0,1437800.0,1437800.0,0
1,6,80,5970,2.0,51,6000000.0,5279405.839552239,1.0,1,5.0,1.0,1.0,25000000.0,4500000.0,4500000.0,0
1,6,80,5967,2.0,51,5000000.0,5000000.0,1.0,1,6.0,1.0,1.0,2400000.0,4824000.0,4824000.0,0
1,6,76,5785,1.0,120,1200000.0,1200000.0,1.0,2,5.0,1.0,1.0,2323804.6012412724,15040000.0,15040000.0,1
2,13,183,5111,1.0,180,2000000.0,2000000.0,1.0,1,5.0,1.0,1.0,2400000.0,16589000.0,16589000.0,1
1,6,90,6143,1.0,80,5000000.0,5000000.0,1.0,1,5.707680934740916,1.0,1.0,2429231.9065259085,3026583.898888678,3026583.898888678,1
1,6,89,6048,2.0,183,10000000.0,10000000.0,1.0,2,5.0,1.0,1.0,2500000.0,4090000.0,4090000.0,1
1,6,90,6095,1.0,51,900000.0,4000000.0,1.0,1,8.0,1.0,1.0,3200000.0,6830000.0,6830000.0,0
1,6,76,5791,1.0,194,7000000.0,7000000.0,1.0,1,3.0,1.0,1.0,1500000.0,660000.0,6600000.0,0
1,6,80,5964,1.0,191,4000000.0,2500000.0,1.0,1,7.0,1.0,1.0,3500000.0,5565000.0,5565000.0,1
1,6,76,5753,1.0,73,4500000.0,4500000.0,1.0,1,4.0,2.0,1.0,1500000.0,3980000.0,3980000.0,1
1,6,90,6097,2.0,183,5000000.0,5000000.0,1.0,1,5.0,1.0,1.0,2000000.0,7776000.0,7776000.0,0
1,6,89,6039,1.0,51,7000000.0,6000000.0,1.0,1,6.0,1.0,1.0,2400000.0,4202000.0,4202000.0,0
1,6,80,6230,1.0,51,4500000.0,4000000.0,1.0,1,3.0,2.0,1.0,1500000.0,2775000.0,2775000.0,0
1,6,89,6030,1.0,51,100000.0,10000000.0,1.0,2,3.0,1.0,1.0,1200000.0,4200000.0,4200000.0,0
1,6,76,5808,2.0,51,1500000.0,1500000.0,1.0,1,14.0,1.0,1.0,6000000.0,4950000.0,4950000.0,0
1,6,87,6162,1.0,51,3000000.0,3000000.0,1.0,1,6.0,1.0,1.0,2400000.0,3895000.0,3895000.0,0
1,8,113,5939,1.0,70,4000000.0,4000000.0,1.0,1,5.709542583671968,1.6452287081640158,1.0,2606431.3875507955,7588516.600957148,7588516.600957148,1
1,6,90,6093,1.0,51,4000000.0,4000000.0,1.0,1,4.0,1.0,1.0,1600000.0,720000.0,1188000.0,0
1,6,76,5778,2.0,118,10000000.0,10000000.0,1.0,1,4.0,1.0,1.0,1500000.0,6930000.0,6930000.0,0
2,6,79,5929,1.0,51,1500000.0,1500000.0,1.0,1,4.0,1.0,1.0,1200000.0,9843000.0,9843000.0,0
1,6,90,6098,1.0,194,8000000.0,8000000.0,1.0,1,5.0,1.0,1.0,2000000.0,2135000.0,2135000.0,0
1,6,87,5998,1.0,51,3000000.0,3000000.0,1.0,1,4.0,1.0,1.0,1600000.0,7980000.0,7980000.0,1
1,6,76,5468,2.0,164,1.0,10000000.0,1.0,1,4.0,2.0,1.0,1600000.0,5200000.0,5200000.0,0
1,6,76,5797,2.0,149,6000000.0,6000000.0,1.0,1,5.0,2.0,1.0,2500000.0,7035000.0,7035000.0,1
1,6,76,5754,2.0,51,3500000.0,3500000.0,1.0,1,7.0,1.0,1.0,2800000.0,2760000.0,2760000.0,0
1,6,90,6166,1.0,77,3000000.0,900000.0,1.0,1,7.0,1.0,1.0,2800000.0,641000.0,641000.0,0
1,6,80,5962,1.0,51,5000000.0,5000000.0,1.0,1,5.0,1.0,1.0,2000000.0,5000000.0,5000000.0,0
1,6,76,5766,1.482039472287421,123,4745522.087239763,3258980.2638562894,1.0,1,4.0,1.0,1.0,1792815.7889149685,2616938.55324896,2616938.55324896,1
2,6,90,6149,1.0,72,1073873.0765290107,773546.853433447,1.1580664332081914,1,6.841933566791809,1.0,1.0,2831613.2866416383,4116668.683860628,4116668.683860628,1
1,6,89,6088,1.213511366310672,81,4786488.633689328,3213511.366310672,1.0,1,5.0,1.0,1.0,2000000.0,1239213.5113663108,1239213.5113663108,1
2,6,76,5775,2.0,51,4000000.0,6000000.0,1.0,1,4.0,1.0,1.0,1600000.0,4560000.0,4560000.0,0
2,6,76,5777,1.0,180,3500000.0,3500000.0,1.0,1,2.0,1.0,1.0,1000000.0,14905000.0,14905000.0,1
1,6,87,6020,2.0,183,10000000.0,10000000.0,1.0,1,5.0,1.0,1.0,250000.0,7776000.0,7776000.0,0
2,6,76,5794,1.0,191,2400000.0,2400000.0,1.0,1,4.0,2.0,1.0,2000000.0,2616000.0,2616000.0,1
1,6,81,5993,1.0,83,3088948.4196998873,3088948.4196998873,1.0,1,5.0,1.0,1.0,2000000.0,9372021.431091959,9372021.431091959,1
2,6,78,5871,1.0,51,1297493.576201919,1327363.2737121359,1.0,1,3.4937339405047974,1.0,1.0,1397493.576201919,5371127.890709137,5371127.890709137,1
2,6,76,5763,1.0,51,1.0,10000000.0,1.0,1,6.0,2.0,1.0,2400000.0,11505000.0,11505000.0,0
2,6,90,6071,2.0,51,1.0,5000000.0,1.0,1,4.0,1.0,1.0,1600000.0,3360000.0,3360000.0,0
1,6,87,6018,1.0,120,2500000.0,2500000.0,1.0,1,9.0,1.0,1.0,4500000.0,2380560.0,2380560.0,0
2,6,90,6089,2.0,120,4500000.0,4500000.0,2.0,2,2.0,1.0,1.0,800000.0,3694040.0,3694040.0,0
1,6,76,5780,1.0,191,11910710.475474427,11910710.475474427,1.0,1,5.0,1.0,1.0,2500000.0,12069067.206825666,12069067.206825666,1
2,6,90,6179,2.0,51,1.0,5000000.0,1.0,1,6.0,1.0,1.0,2400000.0,3229520.0,3229520.0,0
1,13,183,6206,1.0,153,10000000.0,10000000.0,1.0,1,5.867475327258152,1.0,1.0,2000000.0,8620477.057431212,8620477.057431212,1
1,6,90,6106,1.0,51,4500000.0,4500000.0,1.0,1,3.0,1.0,1.0,1200000.0,3684000.0,3684000.0,1
1,6,84,6034,1.0,187,6000000.0,6000000.0,1.0,1,6.283854069892097,1.0,1.0,2799565.9496414894,7677633.317230045,7677633.317230045,1
2,13,183,5114,1.0,166,1200000.0,10000000.0,1.0,1,7.0,1.0,1.0,2800000.0,6840000.0,6840000.0,1
1,6,76,5784,1.0,11,6200000.0,6200000.0,1.0,1,3.0,1.0,1.0,120000.0,27100000.0,27100000.0,1
2,6,76,5756,1.0,98,727000.0,727000.0,1.0,1,10.0,1.0,1.0,4000000.0,4090000.0,4090000.0,0
2,6,84,5980,1.620928567478431,78,3500000.0,3500000.0,1.0,1,3.379071432521569,1.620928567478431,1.0,1500000.0,3195909.9300606316,3195909.9300606316,1
1,6,76,5759,2.0,51,5000000.0,5000000.0,1.0,1,11.0,1.0,1.0,5000000.0,4560000.0,4560000.0,0
1,6,87,6046,1.0,83,5000000.0,5000000.0,1.0,1,3.7509397983633184,1.7509397983633184,1.0,1500375.9193453272,4305281.939508995,4305281.939508995,1
1,6,89,6052,1.0,82,3000000.0,3000000.0,1.0,1,5.0,1.0,1.0,2000000.0,7513371.062822523,7513371.062822523,1
2,6,76,5807,1.0,51,3000000.0,3000000.0,1.0,1,6.0,1.0,1.0,2400000.0,2016000.0,2016000.0,0
1,6,76,5754,1.0,51,4508692.459859704,5000000.0,1.0,1,6.0,2.0,1.0,2000000.0,9604000.0,9604000.0,0
2,6,89,6044,1.0,51,3000000.0,8000000.0,1.0,1,5.0,1.0,1.0,2000000.0,3072000.0,3072000.0,0
1,6,76,5812,1.0,51,5000000.0,5000000.0,1.0,1,4.0,1.0,1.0,1600000.0,11340000.0,11340000.0,1
1,6,76,5755,2.0,51,600000.0,600000.0,1.0,1,13.0,1.0,1.0,5200000.0,5235000.0,5235000.0,0
2,6,76,5751,1.0,223,648000.0,648000.0,2.0,1,1.0,2.0,1.0,648000.0,3893000.0,3893000.0,0
1,6,76,5763,2.0,51,1000000.0,1000000.0,1.0,1,5.0,1.0,1.0,2323804.6012412724,7290000.0,7290000.0,0
2,6,76,5793,1.0,51,796183.4485359482,796183.4485359482,1.0,1,1.0,1.4176669958169947,1.0,441766.69958169945,2350600.1974901967,2350600.1974901967,1
1,6,79,5850,1.7524402297201136,146,8123779.885139943,8123779.885139943,1.0,1,7.752440229720113,1.0,1.0,3702928.2756641363,16623779.885139944,16623779.885139944,1
2,6,90,6169,1.0,185,4508692.459859704,5279405.839552239,2.0,1,2.0,1.0,1.0,1000000.0,3528000.0,3528000.0,0
1,6,87,6018,1.0,134,1.0,5000000.0,1.0,1,5.0,1.0,1.0,2500000.0,3053000.0,3053000.0,1
1,13,183,5111,1.0,183,7000000.0,7000000.0,1.0,1,5.0,1.0,1.0,2000000.0,6636000.0,6636000.0,1
1,6,76,5808,2.0,183,4000000.0,4000000.0,1.0,1,4.0,1.0,1.0,1600000.0,5200000.0,5200000.0,1
1,6,80,5971,1.3676086756716126,51,6000000.0,6000000.0,1.0,1,5.367608675671613,1.0,1.0,2683804.3378358064,1963419.5845985357,1963419.5845985357,1
1,6,90,6178,1.0,51,4000000.0,4000000.0,1.0,1,4.0,1.0,1.0,1200000.0,1681120.0,1681120.0,0
2,6,76,5793,2.0,68,4800000.0,5000000.0,1.0,1,6.0,1.0,1.0,2400000.0,1492608.0,1492608.0,0
1,6,86,6047,1.6309217902291633,143,3500000.0,3500000.0,1.0,1,5.0,1.0,1.0,2500000.0,7517032.680833543,7517032.680833543,1
2,6,76,5811,1.0,51,2500000.0,2500000.0,1.0,1,4.0,1.0,1.0,1600000.0,390000.0,390000.0,0
1,6,76,5782,1.0,51,6000000.0,6000000.0,1.0,1,1.0,1.0,1.0,400000.0,20326000.0,20326000.0,1
2,6,80,5879,1.0,166,1500000.0,1500000.0,1.0,1,5.0,1.0,1.0,2000000.0,6765000.0,6765000.0,0
1,6,90,6068,1.0,166,2000000.0,700000.0,1.0,1,6.0,1.0,1.0,2323804.6012412724,4313000.0,4313000.0,0
1,6,76,5773,1.0,110,5000000.0,5000000.0,1.0,2,3.406778429892616,2.0,1.0,1540677.8429892615,2724813.411587114,2724813.411587114,1
1,6,85,5982,1.0,113,4000000.0,4000000.0,1.0,1,10.424734541912644,1.0,1.0,4953497.814817011,3485088.382163517,3485088.382163517,1
1,6,76,5791,1.0,110,1.0,4496728.703841189,1.6566310737078762,1,2.343368926292124,2.0,1.0,1068673.7852584247,14346751.690024802,14346751.690024802,1
1,9,133,5580,1.0,114,4500000.0,4500000.0,1.0,1,5.96398386719075,1.0,1.0,2385593.5468763,2406041.3466212256,2406041.3466212256,1
1,6,76,5793,1.0,27,5000000.0,5000000.0,1.0,1,5.0,2.0,1.0,2500000.0,9613000.0,9613000.0,0
2,6,80,5982,2.0,9,2500000.0,2500000.0,1.0,1,2.0,1.0,1.0,1000000.0,5310000.0,5310000.0,0
2,6,76,5753,1.0,180,3200000.0,3000000.0,1.0,1,8.0,1.0,1.0,3200000.0,3645000.0,3645000.0,0
1,6,80,5964,2.0,51,5000000.0,1120000.0,1.0,1,6.0,1.0,1.0,3000000.0,4090000.0,4090000.0,0
2,6,90,6174,2.0,120,2400000.0,2400000.0,1.0,1,12.0,1.0,1.0,6000000.0,552000.0,552000.0,0
1,6,90,6167,1.0,55,5018912.653090681,5018912.653090681,1.0,1,6.0,1.0,1.0,2400000.0,3045476.598857885,3045476.598857885,1
1,6,76,5800,1.0,98,4000000.0,2306776.5995221413,1.0,1,2.3067765995221414,1.6932234004778588,1.0,1061355.3199044282,3555085.1824036,3555085.1824036,1
1,6,90,6169,2.0,183,4000000.0,4000000.0,1.0,1,7.0,1.0,1.0,2800000.0,2700000.0,2700000.0,0
1,6,90,6105,2.0,120,6000000.0,6000000.0,1.0,1,6.0,1.0,1.0,2400000.0,33000000.0,33000000.0,0
1,6,87,6159,1.0,120,4000000.0,4000000.0,1.0,1,3.0,1.0,1.0,1500000.0,7963000.0,7963000.0,0
1,6,90,6105,1.0,51,4000000.0,1500000.0,1.0,2,7.0,1.0,1.0,2800000.0,2831000.0,2831000.0,1
2,6,76,5785,2.0,51,3000000.0,3000000.0,1.0,1,5.0,1.0,1.0,2000000.0,1764000.0,1764000.0,0
2,6,76,5808,1.0,185,480000.0,480000.0,1.0,1,4.0,1.0,1.0,2000000.0,2880000.0,2880000.0,0
2,6,87,5992,1.0,147,2000000.0,2000000.0,1.0,1,7.0,1.0,1.0,2800000.0,6708000.0,6708000.0,1
2,6,76,5808,1.0,185,2840000.0,2840000.0,1.0,1,4.0,2.0,1.0,2000000.0,2411000.0,2411000.0,0
2,6,78,5868,1.0,51,1500000.0,8000000.0,1.0,1,4.0,1.0,1.0,2000000.0,15120000.0,15120000.0,1
1,6,76,5771,1.0,151,4251870.623558819,4748129.376441181,1.0,1,5.511223741352915,1.4962587528823614,1.0,2204489.496541166,18060000.0,18060000.0,1
1,6,80,5948,1.0,153,5000000.0,5000000.0,1.0,1,4.0,1.0,1.0,2000000.0,5604000.0,5604000.0,0
1,6,76,5790,1.0,51,4000000.0,4000000.0,1.0,1,9.0,1.0,1.0,3600000.0,3840000.0,3840000.0,1
1,6,87,6018,1.0,183,5000000.0,5000000.0,1.0,1,4.0,1.0,1.0,2000000.0,7963000.0,7963000.0,0
2,6,90,6079,1.0,85,2000000.0,2000000.0,1.0,1,4.0,1.0,1.0,2000000.0,3840000.0,3840000.0,0
1,6,80,5971,1.0,191,5000000.0,5000000.0,1.0,1,5.0,1.0,1.0,2500000.0,18360000.0,18360000.0,1
2,6,80,5951,2.0,98,123456.0,5279405.839552239,2.0,1,5.0,1.0,1.0,2000000.0,7920000.0,7920000.0,0
1,6,78,5828,1.0,76,5000000.0,5000000.0,1.0,1,4.8098923502162725,1.0,1.0,2000000.0,3010075.7054385375,3010075.7054385375,1
2,6,76,5802,2.0,166,3500000.0,3500000.0,1.0,1,3.0,2.0,1.0,1200000.0,6840000.0,6840000.0,0
1,6,80,5955,2.0,183,4500000.0,4500000.0,1.0,1,6.0,1.0,1.0,3000000.0,3050000.0,3050000.0,0
1,6,80,6183,1.0,183,5000000.0,5000000.0,1.0,2,6.0,1.0,1.0,2400000.0,6624000.0,6624000.0,1
1,6,88,6031,1.0,178,8032873.3847408295,8032873.3847408295,1.0,1,3.03287338474083,1.0,1.0,1503287.338474083,2940000.0,2940000.0,1
2,6,76,5797,1.0,51,1234.0,1234.0,1.0,1,3.0,2.0,1.0,1200000.0,2652000.0,2652000.0,0
1,11,160,6185,1.0,156,9240601.737582035,9240601.737582035,1.0,1,4.518796524835928,1.0,1.0,1807518.609934371,5873937.864293059,5873937.864293059,1
2,6,76,5792,2.0,85,3500000.0,3500000.0,1.0,1,3.0,1.0,1.0,1200000.0,3840000.0,3840000.0,0
2,6,76,5794,2.0,180,20000000.0,20000000.0,1.0,1,3.0,2.0,1.0,1400000.0,4306500.0,4306500.0,0
2,6,76,5800,1.0,51,2000000.0,2000000.0,1.0,1,5.0,2.0,1.0,2000000.0,1440000.0,1440000.0,0
2,6,87,6018,1.0,85,1200000.0,1200000.0,1.0,1,5.0,1.0,1.0,2500000.0,15930000.0,15930000.0,1
1,6,76,5783,2.0,153,4000000.0,4000000.0,1.0,1,2.0,1.0,1.0,1000000.0,2784000.0,2784000.0,0
1,6,76,5791,1.0,193,4000000.0,4000000.0,1.0,1,5.99601572956186,1.0,1.0,2000000.0,2100998.0078647807,2100998.0078647807,1
1,6,76,5782,1.0,51,6000000.0,1400000.0,1.0,1,3.0,1.0,1.0,1200000.0,6840000.0,6840000.0,1
1,6,90,6111,2.0,51,1100000.0,1100000.0,1.0,1,6.0,1.0,1.0,2400000.0,8715000.0,8715000.0,0
1,6,76,5778,1.0,223,1.0,6000000.0,1.0,1,4.0,1.0,1.0,1600000.0,640000.0,640000.0,0
2,6,76,5787,1.0,51,123456.0,5279405.839552239,2.0,1,4.0,1.0,1.0,1600000.0,655000.0,655000.0,0
2,6,90,6089,2.0,185,1.0,2500000.0,1.0,1,7.0,1.0,1.0,3500000.0,2936000.0,2936000.0,0
1,6,81,5968,1.8527244364479092,189,4000000.0,4000000.0,1.0,1,3.7363778177604545,1.8527244364479092,1.0,1573637.7817760454,3418008.8343807757,3418008.8343807757,1
1,6,77,5810,1.0,46,4565040.334914474,5243060.540789164,1.0,1,3.0,1.869919330171053,1.0,1500000.0,5937317.429899422,5879281.10823633,1
2,6,76,5795,1.0,153,4500000.0,4500000.0,1.0,1,4.0,2.0,1.0,1600000.0,5145000.0,5145000.0,1
1,6,84,2878,1.0,51,4500000.0,4500000.0,1.0,1,7.0,1.0,1.0,3500000.0,23050000.0,23050000.0,1
1,6,76,5781,1.0,89,4475441.1883767,4000000.0,1.0,1,2.1307323151287703,1.9346338424356149,1.0,2302638.7386564626,7362247.778134334,7362247.778134334,1
2,6,76,5801,2.0,51,2000000.0,2000000.0,1.0,1,1.0,2.0,1.0,400000.0,3912000.0,3912000.0,0
1,6,83,6007,1.0,80,8000000.0,8000000.0,1.0,1,4.6151291405412,1.0,1.0,1807564.5702705998,14009658.68959349,14009658.68959349,1
2,6,76,5788,2.0,51,750000.0,800000.0,1.0,1,4.0,1.0,1.0,1500000.0,12830000.0,12830000.0,0
2,6,80,5974,2.0,68,3000000.0,3000000.0,1.0,1,4.0,1.0,1.0,1600000.0,5090000.0,5090000.0,0
1,6,87,6007,2.0,183,5000000.0,5000000.0,1.0,1,6.0,1.0,1.0,2400000.0,12474000.0,12474000.0,1
1,6,89,6035,2.0,194,5000000.0,5000000.0,1.0,1,6.0,1.0,1.0,2400000.0,1017520.0,1017520.0,0
2,6,80,5854,1.0,51,921223.5609174698,921223.5609174698,1.0,1,5.624874099606999,1.0,1.0,2000000.0,6332472.30191354,6332472.30191354,1
1,6,90,6112,1.0,27,4500000.0,4000000.0,1.0,1,6.0,1.0,1.0,2400000.0,13860000.0,13860000.0,0
1,6,76,5846,1.540905003838081,128,8000000.0,8000000.0,1.0,1,4.081810007676162,2.0,1.0,1632724.0030704646,8765322.14627706,8765322.14627706,1
1,6,76,5764,2.0,51,5000000.0,15000000.0,1.0,1,4.0,2.0,1.0,2000000.0,4980000.0,4980000.0,1
1,6,83,5953,1.0,121,8253092.979771536,8253092.979771536,1.0,1,4.493814040456929,1.0,1.0,2000000.0,11272092.599014757,11272092.599014757,1
2,7,94,5851,1.8274761230536378,153,3086261.938473181,4810223.735359002,1.0,1,3.172523876946362,1.8274761230536378,1.0,1517252.3876946361,6345472.877590616,6345472.877590616,1
1,6,76,5782,1.0,150,60000000.0,6040384.803131552,1.0,1,3.9730767979122983,1.0,1.0,1986538.3989561491,7006484.487466369,7006484.487466369,1
1,6,90,6093,1.0,27,5000000.0,5000000.0,1.0,1,8.0,1.0,1.0,4000000.0,3915000.0,3915000.0,0
1,6,89,6153,1.0,183,4040090.007040952,4040090.007040952,1.0,1,7.839639971836193,1.0,1.0,3919819.9859180967,5105703.747109285,5105703.747109285,1
2,6,89,6047,1.0,51,4508692.459859704,5279405.839552239,2.0,1,2.0,1.0,1.0,1000000.0,3052000.0,3052000.0,0
1,6,76,5808,1.0,194,5000000.0,5000000.0,1.0,2,1.0,1.0,1.0,400000.0,1283000.0,1283000.0,0
1,6,87,5997,2.0,183,4508692.459859704,6000000.0,1.0,2,4.0,1.0,1.0,1200000.0,3050000.0,3050000.0,0
1,6,90,6146,1.7227069576982283,146,6000000.0,6000000.0,1.0,1,4.0,1.2772930423017717,1.0,1600000.0,3018052.351431409,3018052.351431409,1
1,10,145,5331,1.0,51,481103.4903511195,992535.034198181,1.6590454101322325,1,2.6590454101322325,1.0,1.3409545898677675,1131809.0820264465,10293188.916019373,10293188.916019373,1
1,6,80,5965,1.0,153,4760405.4921082575,2243833.5343106324,1.0,1,3.4630012058637933,1.0,1.0,1287667.0686212643,5582959.903530897,5582959.903530897,1
1,6,76,5791,1.0,120,6000000.0,6000000.0,1.0,1,4.516592564026853,2.0,1.0,1806637.0256107412,2293083.3594719353,2293083.3594719353,1
1,6,80,5957,2.0,51,4000000.0,4000000.0,1.0,1,5.0,1.0,1.0,2000000.0,2352000.0,2352000.0,1
1,6,79,5907,1.0,188,4000000.0,4000000.0,1.0,1,3.635099400515177,1.0,1.0,1658774.8501287943,11503175.497002576,11503175.497002576,1
1,6,76,5802,2.0,194,5000000.0,5000000.0,1.0,1,4.0,2.0,1.0,2000000.0,7776000.0,7776000.0,0
1,6,76,5792,1.0,51,5300000.0,5300000.0,1.0,1,4.0,1.0,1.0,1600000.0,2448000.0,2448000.0,1
1,9,136,6023,1.0,170,3500000.0,3725629.611533407,1.0,1,3.5640740288335175,1.0,1.0,1556407.4028833518,5962712.118794908,5933629.491238006,1
1,6,82,5990,1.0,51,6620946.914129419,6620946.914129419,1.0,1,3.241893828258839,1.0,1.0,1620946.9141294195,4669994.834704096,4669994.834704096,1
1,6,76,5748,2.0,153,4500000.0,4500000.0,1.0,1,5.0,1.0,1.0,1500000.0,8400000.0,8400000.0,1
2,6,90,6066,2.0,51,850000.0,950000.0,1.0,1,10.0,1.0,1.0,4000000.0,3981600.0,3981600.0,0
1,6,76,5762,1.0,194,6000000.0,6000000.0,1.0,1,5.0,1.0,1.0,2000000.0,3234000.0,3234000.0,0
1,6,80,5978,1.0,51,7000000.0,7000000.0,1.0,1,4.0,1.0,1.0,2000000.0,5040000.0,5040000.0,1
1,6,90,6171,1.0,51,700000.0,700000.0,1.0,1,6.0,1.0,1.0,2400000.0,2831000.0,2831000.0,0
